ip,port,org,city,country,source_file,sample_host
168.138.218.128,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,168.138.218.128:443
168.138.36.146,8443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,168.138.36.146:8443
168.138.37.152,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://168.138.37.152
168.138.41.28,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://168.138.41.28
168.138.42.138,444,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://168.138.42.138:444
168.138.42.188,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://168.138.42.188
168.138.42.237,9443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://168.138.42.237:9443
168.138.43.113,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,168.138.43.113:443
168.138.43.166,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://168.138.43.166
168.138.45.58,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://168.138.45.58
168.138.46.67,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://168.138.46.67
168.138.47.238,8443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,168.138.47.238:8443
168.138.54.186,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://168.138.54.186
169.224.229.234,443,Oracle Corporation,Leawood,US,2026-03-15-oracle-us-batch-01.csv,https://169.224.229.234
170.9.12.101,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://170.9.12.101
170.9.21.102,40000,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://170.9.21.102:40000
170.9.242.241,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://170.9.242.241
170.9.26.248,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,170.9.26.248:443
170.9.29.79,8880,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://170.9.29.79:8880
170.9.31.5,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://170.9.31.5
170.9.4.21,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,170.9.4.21:443
170.9.4.90,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://170.9.4.90
170.9.43.85,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,170.9.43.85:443
170.9.59.79,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://170.9.59.79
170.9.8.229,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://170.9.8.229
172.234.95.183,,AKAMAI-LINODE-AP Akamai Connected Cloud,Osaka,Japan,2026-03-15-japan-mixed-batch-01.json,172.234.95.183
172.238.14.152,,AKAMAI-LINODE-AP Akamai Connected Cloud,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,172-238-14-152.ip.linodeusercontent.com
178.157.61.21,,IT7NET - IT7 Networks Inc,Osaka,Japan,2026-03-15-japan-mixed-batch-01.json,178.157.61.21.16clouds.com
18.162.109.171,9093,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.162.109.171:9093
18.162.110.244,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.162.110.244
18.162.142.175,3542,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.162.142.175:3542
18.162.142.65,49674,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.162.142.65:49674
18.162.194.222,199,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.162.194.222:199
18.162.200.149,3005,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.162.200.149:3005
18.162.200.23,21,AMAZON-02,Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.162.200.23:21
18.162.241.64,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.162.241.64:443
18.162.36.87,80,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.162.36.87
18.162.43.241,4369,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.162.43.241:4369
18.162.43.77,10255,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.162.43.77:10255
18.162.44.241,58000,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.162.44.241:58000
18.162.45.114,2562,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.162.45.114:2562
18.162.47.255,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.162.47.255:443
18.162.97.153,8082,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.162.97.153:8082
18.163.1.90,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.163.1.90
18.163.108.103,80,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.163.108.103
18.163.122.48,1982,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.163.122.48:1982
18.163.125.50,8081,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.163.125.50:8081
18.163.16.188,1460,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.163.16.188:1460
18.163.188.175,994,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.163.188.175:994
18.163.198.43,8334,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.163.198.43:8334
18.163.2.155,43215,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.163.2.155:43215
18.163.208.176,5001,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.163.208.176:5001
18.163.208.181,7537,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.163.208.181:7537
18.163.210.190,587,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.163.210.190:587
18.163.231.50,80,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.163.231.50
18.163.24.247,3389,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.163.24.247:3389
18.163.244.153,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.163.244.153:443
18.163.49.137,25448,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.163.49.137:25448
18.163.49.68,4444,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.163.49.68:4444
18.163.6.169,8080,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.163.6.169:8080
18.163.75.121,2156,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.163.75.121:2156
18.163.81.58,1965,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.163.81.58:1965
18.166.210.9,80,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.166.210.9
18.166.211.211,10000,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.166.211.211:10000
18.166.225.50,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://www.36237.ch
18.166.242.223,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.166.242.223:443
18.166.64.255,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.166.64.255
18.166.65.218,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.166.65.218
18.166.68.255,8989,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.166.68.255:8989
18.167.100.169,8443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.167.100.169:8443
18.167.126.192,136,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.167.126.192:136
18.167.134.231,29090,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.167.134.231:29090
18.167.166.180,18790,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.167.166.180:18790
18.167.172.93,6466,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.167.172.93:6466
18.167.183.80,80,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.167.183.80
18.167.205.58,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.167.205.58
18.167.234.175,80,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,18.167.234.175
18.167.62.181,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.167.62.181
18.167.8.44,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://18.167.8.44
18.183.231.122,,"AMAZON-02 - Amazon.com, Inc.",Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,ec2-18-183-231-122.ap-northeast-1.compute.amazonaws.com
192.18.130.61,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.18.130.61
192.18.131.88,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.18.131.88
192.18.132.195,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.18.132.195
192.18.136.203,8443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.18.136.203:8443
192.18.136.255,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.18.136.255
192.18.136.86,9002,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,192.18.136.86:9002
192.18.137.175,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.18.137.175
192.18.138.207,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.18.138.207
192.18.138.215,1111,ORACLE-BMC-31898,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.18.138.215:1111
192.18.139.11,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,192.18.139.11:443
192.18.142.94,26214,ORACLE-BMC-31898,San Jose,US,2026-03-15-oracle-us-batch-01.csv,192.18.142.94:26214
192.9.130.40,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.130.40
192.9.131.123,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.131.123
192.9.132.152,1959,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.132.152:1959
192.9.133.106,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://v2ray.kisoul.org
192.9.133.26,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.133.26
192.9.137.193,8443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,192.9.137.193:8443
192.9.138.58,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.138.58
192.9.139.160,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,192.9.139.160:443
192.9.141.240,4443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.141.240:4443
192.9.143.126,54321,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.143.126:54321
192.9.143.239,8181,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,192.9.143.239:8181
192.9.145.230,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.145.230
192.9.149.155,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.149.155
192.9.149.60,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.149.60
192.9.154.15,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.154.15
192.9.154.251,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.154.251
192.9.156.27,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.156.27
192.9.156.61,1700,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.156.61:1700
192.9.157.99,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,192.9.157.99:443
192.9.159.219,8443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.159.219:8443
192.9.159.222,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.159.222
192.9.229.41,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.229.41
192.9.230.55,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,192.9.230.55:443
192.9.234.173,6666,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.234.173:6666
192.9.235.195,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.235.195
192.9.236.144,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,192.9.236.144:443
192.9.236.203,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,192.9.236.203:443
192.9.237.232,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.237.232
192.9.243.199,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,192.9.243.199:443
192.9.244.76,1111,ORACLE-BMC-31898,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.244.76:1111
192.9.248.60,30005,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://192.9.248.60:30005
193.122.152.253,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://193.122.152.253
193.122.177.228,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://193.122.177.228
193.122.178.117,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://193.122.178.117
193.122.194.62,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,193.122.194.62:443
193.123.161.116,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,193.123.161.116:443
193.123.161.12,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,193.123.161.12:443
193.123.163.87,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,193.123.163.87:443
193.123.164.32,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,193.123.164.32:443
193.123.165.43,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://193.123.165.43
193.123.166.159,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,193.123.166.159:443
193.123.166.79,8443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://193.123.166.79:8443
193.123.167.30,80,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,193.123.167.30
195.245.242.207,,XTOM-JAPAN xTom Japan Corporation,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,s53296.vps.hosting
195.78.48.31,,NEAROUTE,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,unknown.itsidc.com
195.78.48.89,,NEAROUTE,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,unknown.itsidc.com
198.13.47.253,,"AS-VULTR - The Constant Company, LLC",Ōi,Japan,2026-03-15-japan-mixed-batch-01.json,198.13.47.253.vultrusercontent.com
202.182.99.107,,"AS-VULTR - The Constant Company, LLC",Ōi,Japan,2026-03-15-japan-mixed-batch-01.json,202.182.99.107.vultrusercontent.com
207.148.103.2,,"AS-VULTR - The Constant Company, LLC",Ōi,Japan,2026-03-15-japan-mixed-batch-01.json,207.148.103.2.vultrusercontent.com
212.50.246.25,,IT7NET - IT7 Networks Inc,Osaka,Japan,2026-03-15-japan-mixed-batch-01.json,212.50.246.25.16clouds.com
213.35.100.192,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,213.35.100.192:443
213.35.101.179,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,213.35.101.179:443
213.35.103.181,3389,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,213.35.103.181:3389
213.35.103.21,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://213.35.103.21
213.35.104.232,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://213.35.104.232
213.35.104.60,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://213.35.104.60
213.35.106.55,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,213.35.106.55:443
213.35.106.83,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://213.35.106.83
213.35.107.210,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://213.35.107.210
213.35.107.73,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,213.35.107.73:443
213.35.109.50,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://213.35.109.50
213.35.112.158,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://213.35.112.158
213.35.113.150,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://213.35.113.150
213.35.113.151,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://213.35.113.151
213.35.113.53,8443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://213.35.113.53:8443
213.35.114.195,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://213.35.114.195
213.35.114.51,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,213.35.114.51:443
213.35.114.57,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,213.35.114.57:443
213.35.116.95,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://213.35.116.95
213.35.118.50,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,213.35.118.50:443
213.35.124.25,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://213.35.124.25
213.35.124.99,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://213.35.124.99
213.35.127.18,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://213.35.127.18
213.35.96.73,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://213.35.96.73
213.35.97.105,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://213.35.97.105
213.35.98.25,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://213.35.98.25
213.35.98.77,8443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,213.35.98.77:8443
213.35.99.111,2087,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://213.35.99.111:2087
213.35.99.234,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,213.35.99.234:443
213.35.99.29,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://213.35.99.29
23.106.134.67,,IT7NET - IT7 Networks Inc,Osaka,Japan,2026-03-15-japan-mixed-batch-01.json,23.106.134.67.16clouds.com
23.106.142.118,,IT7NET - IT7 Networks Inc,Osaka,Japan,2026-03-15-japan-mixed-batch-01.json,23.106.142.118.16clouds.com
23.195.128.207,,AKAMAI-ASN1,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,a23-195-128-207.deploy.static.akamaitechnologies.com
23.249.25.36,,PRIME-SEC - Prime Security Corp.,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,23.249.25.36
23.47.122.207,,AKAMAI-ASN1,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,a23-47-122-207.deploy.static.akamaitechnologies.com
3.115.38.151,,"AMAZON-02 - Amazon.com, Inc.",Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,ec2-3-115-38-151.ap-northeast-1.compute.amazonaws.com
34.84.142.192,,GOOGLE-CLOUD-PLATFORM - Google LLC,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,192.142.84.34.bc.googleusercontent.com
34.85.44.225,,GOOGLE-CLOUD-PLATFORM - Google LLC,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,225.44.85.34.bc.googleusercontent.com
34.97.219.144,,GOOGLE-CLOUD-PLATFORM - Google LLC,Osaka,Japan,2026-03-15-japan-mixed-batch-01.json,144.219.97.34.bc.googleusercontent.com
34.97.29.17,,GOOGLE-CLOUD-PLATFORM - Google LLC,Osaka,Japan,2026-03-15-japan-mixed-batch-01.json,17.29.97.34.bc.googleusercontent.com
35.72.35.136,,"AMAZON-02 - Amazon.com, Inc.",Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,35.72.35.136
38.47.104.110,,VMISS - VMISS Inc.,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,38.47.104.110
38.47.99.231,,VMISS - VMISS Inc.,Osaka,Japan,2026-03-15-japan-mixed-batch-01.json,38.47.99.231
40.233.103.212,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,40.233.103.212:443
40.233.107.182,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://40.233.107.182
40.233.110.251,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,40.233.110.251:443
40.233.112.185,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://40.233.112.185
40.233.116.225,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://40.233.116.225
40.233.126.156,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,40.233.126.156:443
40.233.5.132,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,40.233.5.132:8443
40.233.71.238,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,40.233.71.238:443
40.233.76.142,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://40.233.76.142
40.233.77.216,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,40.233.77.216:443
40.233.82.185,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,40.233.82.185:443
40.233.87.120,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,40.233.87.120:443
40.233.93.217,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://40.233.93.217:8443
40.233.97.102,8880,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://40.233.97.102:8880
40.233.99.248,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,40.233.99.248:443
43.133.15.59,,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue",Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,43.133.15.59
43.167.185.225,,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue",Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,43.167.185.225
43.167.202.104,,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue",Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,43.167.202.104
43.198.102.196,2401,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.198.102.196:2401
43.198.108.249,1457,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.198.108.249:1457
43.198.109.195,60000,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.198.109.195:60000
43.198.110.253,3307,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.198.110.253:3307
43.198.151.182,2064,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,43.198.151.182:2064
43.198.151.53,60000,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.198.151.53:60000
43.198.153.15,18853,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.198.153.15:18853
43.198.153.220,83,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,43.198.153.220:83
43.198.185.80,2223,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.198.185.80:2223
43.198.186.163,1302,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.198.186.163:1302
43.198.186.81,9004,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,43.198.186.81:9004
43.198.187.122,8090,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,43.198.187.122:8090
43.198.195.189,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.198.195.189
43.198.198.14,80,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,43.198.198.14
43.198.199.108,8080,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,43.198.199.108:8080
43.198.203.193,2233,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.198.203.193:2233
